Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat,Place Categories
Sierra Leone,Sierra Leone,Ebola,Humans,3470412,"Ebola cases reported in Guinea as people travel, worries increase with election - The Bell Jar",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEdrEpPGe4Jr1NVTUdIOlBxLEviyw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=yxqQVbCuFYnn3AHhnYGYAg&url=http://www.belljarnews.com/ebola-cases-reported-in-guinea-as-people-travel-worries-increase-with-election/859717/,6/28/15 11:24,Warning,,,,,,Google News,-11.79192,8.56028,
"Forecariah, Kindia, Guinea",Guinea,Ebola,Humans,3469164,Guinea Quarantines Coastal Towns to End Ebola - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEHt8BKIt3JjFvcjZzGXDgo2BOjkg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=XNeOVbC6EcWQ3gHL14HwBg&url=http://www.voanews.com/content/guinea-quarantines-coastal-towns-to-end-ebola/2839717.html,6/27/15 12:23,Breaking,,,,,,Google News,-13.08806,9.43056,Quarantine
Guinea,Guinea,Ebola,Humans,3469164,Guinea Quarantines Coastal Towns to End Ebola - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEHt8BKIt3JjFvcjZzGXDgo2BOjkg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=XNeOVbC6EcWQ3gHL14HwBg&url=http://www.voanews.com/content/guinea-quarantines-coastal-towns-to-end-ebola/2839717.html,6/27/15 12:23,Breaking,,,,,,Google News,-10.94177,10.43821,Quarantine
Guinea,Guinea,Ebola,Humans,3466841,Ebola Numbers Are Increasing Again - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNElJvh6nl984G2fL36yR4z0Pql7Bw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=rVuNVditA9TQ3AH3-YWQDQ&url=http://allafrica.com/stories/201506261243.html,6/26/15 9:30,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3466841,Ebola Numbers Are Increasing Again - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNElJvh6nl984G2fL36yR4z0Pql7Bw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=rVuNVditA9TQ3AH3-YWQDQ&url=http://allafrica.com/stories/201506261243.html,6/26/15 9:30,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3466841,Ebola Numbers Are Increasing Again - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNElJvh6nl984G2fL36yR4z0Pql7Bw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=rVuNVditA9TQ3AH3-YWQDQ&url=http://allafrica.com/stories/201506261243.html,6/26/15 9:30,Warning,,,,,,Google News,-9.30791,6.44809,
"ForÌ©cariah Prefecture, Kindia Region, Guinea",Guinea,Ebola,Humans,3465109,Ebola: Guinea to be placed under 21-day quarantine - Pulse Nigeria,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH9caaultoW5k9iMpEW4vKvgeOe_g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=kF6MVZGXPNi_3gGriqmoDw&url=http://pulse.ng/health/ebola-guinea-to-be-placed-under-21-day-quarantine-id3908189.html,6/25/15 13:37,Breaking,,,,,,Google News,-13.08806,9.43056,Quarantine
"DubrÌ©ka Prefecture, Kindia Region, Guinea",Guinea,Ebola,Humans,3465109,Ebola: Guinea to be placed under 21-day quarantine - Pulse Nigeria,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH9caaultoW5k9iMpEW4vKvgeOe_g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=kF6MVZGXPNi_3gGriqmoDw&url=http://pulse.ng/health/ebola-guinea-to-be-placed-under-21-day-quarantine-id3908189.html,6/25/15 13:37,Breaking,,,,,,Google News,-13.41667,10.25,Quarantine
"BokÌ© Prefecture, BokÌ© Region, Guinea",Guinea,Ebola,Humans,3465109,Ebola: Guinea to be placed under 21-day quarantine - Pulse Nigeria,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH9caaultoW5k9iMpEW4vKvgeOe_g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=kF6MVZGXPNi_3gGriqmoDw&url=http://pulse.ng/health/ebola-guinea-to-be-placed-under-21-day-quarantine-id3908189.html,6/25/15 13:37,Breaking,,,,,,Google News,-14.29665,10.94094,Quarantine
Guinea,Guinea,Ebola,Humans,3464584,WHO Situation Summary Data Published on 24 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150624?lang=en,6/24/15 11:24,Breaking,3718,2473,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3464584,WHO Situation Summary Data Published on 24 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150624?lang=en,6/24/15 11:24,Breaking,13059,3928,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3464584,WHO Situation Summary Data Published on 24 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150624?lang=en,6/24/15 11:24,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3464529,WHO Situation Summary Data Published on 23 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150623?lang=en,6/23/15 11:20,Breaking,3718,2473,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3464529,WHO Situation Summary Data Published on 23 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150623?lang=en,6/23/15 11:20,Breaking,13059,3928,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3464529,WHO Situation Summary Data Published on 23 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150623?lang=en,6/23/15 11:20,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3464408,Ebola-hit Sierra Leone quarantines 31 health workers - Medical Xpress,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMW1EOWdcnnsQP2zD1VC4Ce4qCrg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=OxiMVYB96r_cAaTbo5gP&url=http://medicalxpress.com/news/2015-06-ebola-hit-sierra-leone-quarantines-health.html,6/25/15 10:50,Breaking,,,,,,Google News,-13.22994,8.484,Quarantine
Guinea,Guinea,Ebola,Humans,3464408,Ebola-hit Sierra Leone quarantines 31 health workers - Medical Xpress,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMW1EOWdcnnsQP2zD1VC4Ce4qCrg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=OxiMVYB96r_cAaTbo5gP&url=http://medicalxpress.com/news/2015-06-ebola-hit-sierra-leone-quarantines-health.html,6/25/15 10:50,Breaking,,,,,,Google News,-10.94177,10.43821,Quarantine
Sierra Leone,Sierra Leone,Ebola,Humans,3464408,Ebola-hit Sierra Leone quarantines 31 health workers - Medical Xpress,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMW1EOWdcnnsQP2zD1VC4Ce4qCrg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=OxiMVYB96r_cAaTbo5gP&url=http://medicalxpress.com/news/2015-06-ebola-hit-sierra-leone-quarantines-health.html,6/25/15 10:50,Breaking,,,,,,Google News,-11.79192,8.56028,Quarantine
Liberia,Liberia,Ebola,Humans,3464408,Ebola-hit Sierra Leone quarantines 31 health workers - Medical Xpress,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMW1EOWdcnnsQP2zD1VC4Ce4qCrg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887585419&ei=OxiMVYB96r_cAaTbo5gP&url=http://medicalxpress.com/news/2015-06-ebola-hit-sierra-leone-quarantines-health.html,6/25/15 10:50,Breaking,,,,,,Google News,-9.30791,6.44809,Quarantine
Guinea,Guinea,Ebola,Humans,3462773,UN envoy on Ebola travels to Guinea Bissau after new cases reported in ... - UN News Centre,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFywrgUIjCrTWqlPjwTwcQ-v4mUwQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=PDeLVcD_FMXo3gG4yoG4Cg&url=http://www.un.org/apps/news/story.asp?NewsID%3D51245,6/24/15 18:14,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3462773,UN envoy on Ebola travels to Guinea Bissau after new cases reported in ... - UN News Centre,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFywrgUIjCrTWqlPjwTwcQ-v4mUwQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=PDeLVcD_FMXo3gG4yoG4Cg&url=http://www.un.org/apps/news/story.asp?NewsID%3D51245,6/24/15 18:14,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3462773,UN envoy on Ebola travels to Guinea Bissau after new cases reported in ... - UN News Centre,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFywrgUIjCrTWqlPjwTwcQ-v4mUwQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=PDeLVcD_FMXo3gG4yoG4Cg&url=http://www.un.org/apps/news/story.asp?NewsID%3D51245,6/24/15 18:14,Warning,,,,,,Google News,-9.30791,6.44809,
"Conakry Region, Guinea",Guinea,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-13.712222,9.509167,
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-12.78333,8.76667,
"Dubreka Prefecture, Kindia, Guinea",Guinea,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-13.41667,10.25,
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-13.22994,8.484,
Guinea,Guinea,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3461677,"Ebola cases not slowing in Guinea, Sierra Leone - Greensboro News & Record",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGx-rPND6_x7gIjR9WEQODOATkiMw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778884108826&ei=3caKVejfNte03gGip6TwDA&url=http://www.greensboro.com/news/us_world_ap/ebola-cases-not-slowing-in-guinea-sierra-leone/article_84a60688-bbb7-5065-8939-809428279e32.html,6/24/15 10:58,Breaking,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,3461526,Bush meat trade roaring again despite Ebola ban - IRINnews.org,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGE8zC_H3bd7n8RBVbBPhwKHJHdNw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778887211582&ei=q7iKVfCzKIW53QH74IGIDQ&url=http://www.irinnews.org/fr/report/101671/bush-meat-trade-roaring-again-despite-ebola-ban,6/24/15 9:21,Warning,,,,,,Google News,-9.30791,6.44809,Bushmeat
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,3459651,Liberia Watches Nervously as Ebola Spreads Near Border - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHbWhRAtqOU-bQcHQGJXgh1L7qP9Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778886310852&ei=ibuJVZCyM8b_3QGq74G4BA&url=http://www.voanews.com/content/liberia-watches-nervously-as-ebola-spreads-near-border/2834161.html,6/23/15 15:12,Warning,,,,,,Google News,-10.804722,6.310556,
"Firestone District, Margibi, Liberia",Liberia,Ebola,Humans,3459651,Liberia Watches Nervously as Ebola Spreads Near Border - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHbWhRAtqOU-bQcHQGJXgh1L7qP9Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778886310852&ei=ibuJVZCyM8b_3QGq74G4BA&url=http://www.voanews.com/content/liberia-watches-nervously-as-ebola-spreads-near-border/2834161.html,6/23/15 15:12,Warning,,,,,,Google News,-10.335102,6.427857,
Guinea,Guinea,Ebola,Humans,3459651,Liberia Watches Nervously as Ebola Spreads Near Border - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHbWhRAtqOU-bQcHQGJXgh1L7qP9Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778886310852&ei=ibuJVZCyM8b_3QGq74G4BA&url=http://www.voanews.com/content/liberia-watches-nervously-as-ebola-spreads-near-border/2834161.html,6/23/15 15:12,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3459651,Liberia Watches Nervously as Ebola Spreads Near Border - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHbWhRAtqOU-bQcHQGJXgh1L7qP9Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778886310852&ei=ibuJVZCyM8b_3QGq74G4BA&url=http://www.voanews.com/content/liberia-watches-nervously-as-ebola-spreads-near-border/2834161.html,6/23/15 15:12,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3459651,Liberia Watches Nervously as Ebola Spreads Near Border - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHbWhRAtqOU-bQcHQGJXgh1L7qP9Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778886310852&ei=ibuJVZCyM8b_3QGq74G4BA&url=http://www.voanews.com/content/liberia-watches-nervously-as-ebola-spreads-near-border/2834161.html,6/23/15 15:12,Warning,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3458408,WHO Situation Summary Data Published on 22 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150622?lang=en,6/22/15 7:49,Breaking,3698,2456,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3458408,WHO Situation Summary Data Published on 22 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150622?lang=en,6/22/15 7:49,Breaking,13051,3928,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3458408,WHO Situation Summary Data Published on 22 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150622?lang=en,6/22/15 7:49,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3455960,WHO Situation Summary Data Published on 19 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150619?lang=en,6/19/15 9:55,Breaking,3674,2446,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3455960,WHO Situation Summary Data Published on 19 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150619?lang=en,6/19/15 9:55,Breaking,13012,3926,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3455960,WHO Situation Summary Data Published on 19 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150619?lang=en,6/19/15 9:55,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3455959,WHO Situation Summary Data Published on 18 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150618?lang=en,6/18/15 9:50,Breaking,3675,2445,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3455959,WHO Situation Summary Data Published on 18 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150618?lang=en,6/18/15 9:50,Breaking,12990,3922,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3455959,WHO Situation Summary Data Published on 18 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150618?lang=en,6/18/15 9:50,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3455958,WHO Situation Summary Data Published on 17 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150617?lang=en,6/17/15 9:47,Breaking,3674,2444,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3455958,WHO Situation Summary Data Published on 17 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150617?lang=en,6/17/15 9:47,Breaking,12965,3919,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3455958,WHO Situation Summary Data Published on 17 June 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20150617?lang=en,6/17/15 9:47,Breaking,10666,4806,,,,World Health Organization,-9.30791,6.44809,
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3455587,After 17 Days‰Û_ Ebola Revisits Freetown - Africa Young Voices,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGDefO70hOVELRZ1r7v9Qt2v4LjNQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=Zt2HVZjmBcXo3gGZ04CIBA&url=http://africayoungvoices.com/2015/06/after-17-days-ebola-revisits-freetown/,6/22/15 5:53,Breaking,,,,,,Google News,-13.22994,8.484,
"Lofa County, Liberia",Liberia,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-10,7.916667,
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-10.804722,6.310556,
"Firestone District, Margibi, Liberia",Liberia,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-10.335102,6.427857,
Guinea,Guinea,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3454873,"Flirting With Disaster: Porous Border, Close Ebola Recall - Front Page Africa",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjdGpEGI_wkGBqBodomd8dlOVL5A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=116HVfDLIOq_3AGK8rE4&url=http://www.frontpageafricaonline.com/index.php/health-sci/5571-flirting-with-disaster-porous-border-close-ebola-recall,6/21/15 20:01,Warning,,,,,,Google News,-9.30791,6.44809,
"Conakry Region, Guinea",Guinea,Ebola,Humans,3452901,Sierra Leone doubles up efforts to achieve zero new Ebola cases by mid-july - News Hour (press release) (subscription) (blog),http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHO6GvOVFFNeawR9yTQCtgjhOFBKg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778881799254&ei=w46FVejjC8Xo3gGEo4DwDg&url=http://www.newshour.com.bd/2015/06/20/sierra-leone-doubles-up-efforts-to-achieve-zero-new-ebola-cases-by-mid-july/,6/20/15 11:35,Warning,,,,,,Google News,-13.712222,9.509167,
